deg,E_kWh
-24,2.115043811996331
-22,2.130912355631622
-20,2.152833479280934
-18,2.175513593474237
-16,2.197570055276967
-14,2.2183738185347925
-12,2.23742726757336
-10,2.2549257925008157
-8,2.2711917228269938
-6,2.2855749510463483
-4,2.2980806606058013
-2,2.308878080961169
0,2.317732805483534
2,2.3241826893313644
4,2.328903398709204
6,2.332204165701637
8,2.3339880840516143
10,2.3342232228742157
12,2.3336846962588074
14,2.3318172608688377
16,2.3285230973185977
18,2.3249300347809303
20,2.3203729001394025
22,2.3145690500630587
24,2.30883328554957
