deg,E_kWh
-24,1.324884331918373
-22,1.3386295539008852
-20,1.3513845760462213
-18,1.3631506189319529
-16,1.3739293849055056
-14,1.3837229606843753
-12,1.3925337269643727
-10,1.4006440925071373
-8,1.4081746041575949
-6,1.4235692446153434
-4,1.4398588697894628
-2,1.454655065641374
0,1.467923901021202
2,1.4800612154660069
4,1.4907937413725134
6,1.5001746385166976
8,1.5081969557651074
10,1.5148564857746236
12,1.5201512385234899
14,1.524081072027498
16,1.5273468585052425
18,1.5300841098592828
20,1.5317037274007088
22,1.5321686970113895
24,1.5317202690459863
