deg,E_kWh
-24,1.2615997224579185
-22,1.277036000926836
-20,1.2914577588522882
-18,1.3048679134359076
-16,1.3172701257031654
-14,1.3286686397599754
-12,1.3390681376728408
-10,1.3487703047113768
-8,1.357912456999053
-6,1.3663333876274106
-4,1.3735176150621569
-2,1.379467558455593
0,1.3841831445210533
2,1.3877430490864624
4,1.3903070384542455
6,1.3918789009286088
8,1.3924621066086311
10,1.3920597743336316
12,1.3906746477526166
14,1.3885238922400036
16,1.3862546294004332
18,1.3839468647508295
20,1.380926108332093
22,1.3771945119358953
24,1.3727539859279119
