deg,E_kWh
-24,1.0104423119135524
-22,1.0188268094591038
-20,1.0265321511898373
-18,1.0357210374717527
-16,1.0502835694194947
-14,1.0639498853766056
-12,1.0771012532993574
-10,1.0896486776705834
-8,1.1014697367121775
-6,1.1123961428772526
-4,1.1221654781016952
-2,1.1307777608332465
0,1.138234044175496
2,1.1442067597393772
4,1.1492086651548945
6,1.1532422539754001
8,1.156428294398118
10,1.1590735378572752
12,1.1612684028088762
14,1.1628871924334205
16,1.1637921569712557
18,1.1639888205824616
20,1.1634830075809575
22,1.1622807973005915
24,1.1603884850346653
