deg,E_kWh
-24,0.9427140489288002
-22,0.9558244005073612
-20,0.96815151875014
-18,0.9802084682467034
-16,0.9914581024475514
-14,1.0018346946774876
-12,1.011336798133334
-10,1.0199638803915685
-8,1.027716215965777
-6,1.0345961974618465
-4,1.0406040850016387
-2,1.045797389097695
0,1.0501145613896279
2,1.0532733007301878
4,1.0561321735819929
6,1.0582447096873688
8,1.0595853275760976
10,1.0601579927188132
12,1.0599669872547774
14,1.0590168776264646
16,1.0577980760267012
18,1.0564818336363262
20,1.0547717702139174
22,1.0536004217293466
24,1.051912713033657
