deg,E_kWh
-24,1.778496242524111
-22,1.7951910337081658
-20,1.8105740839446827
-18,1.8246593530191757
-16,1.8374605975146392
-14,1.848991209520083
-12,1.8592702070271565
-10,1.8786184347252606
-8,1.8995482473722114
-6,1.9196804046244438
-4,1.937863753605965
-2,1.9540809337865135
0,1.968327283018427
2,1.9807231218191632
4,1.9912365481140157
6,2.000388876206722
8,2.0078133027708414
10,2.012914484464975
12,2.0165858600847097
14,2.018830994896214
16,2.019654194342694
18,2.0190603604564097
20,2.018789725035679
22,2.018482934664994
24,2.017114464773305
