deg,E_kWh
-24,1.0479038264422615
-22,1.0614004133724129
-20,1.0740896845125956
-18,1.0859666128557541
-16,1.0970307600033125
-14,1.1073480220082688
-12,1.1175462821117288
-10,1.1268063510492345
-8,1.1351272506761563
-6,1.1425872297556485
-4,1.1493558681406577
-2,1.1550641215158226
0,1.1597114350398938
2,1.1634422605576595
4,1.1662859161049597
6,1.1682434660612115
8,1.169316205203136
10,1.1699855396231014
12,1.1700441872864553
14,1.1692963648617116
16,1.1681691084348842
18,1.1668642545069203
20,1.1648975990009964
22,1.1622712392230323
24,1.1589873885218138
