deg,E_kWh
-24,1.1168151499427108
-22,1.1235935245556163
-20,1.1297374566916194
-18,1.1352458386726132
-16,1.1401178133933587
-14,1.1443527454679923
-12,1.147950195162633
-10,1.1513852089652927
-8,1.1572269243295656
-6,1.1677891646822318
-4,1.1775702681603364
-2,1.1863210586205253
0,1.194021241055819
2,1.200883631783183
4,1.207191806648647
6,1.2126839480875007
8,1.2172280873399117
10,1.2208173763762442
12,1.223446226739311
14,1.2251101550832109
16,1.226540570422488
18,1.2272331509173746
20,1.2280844809625235
22,1.2282215896647606
24,1.2276282979108952
