deg,E_kWh
-24,1.3919591528803896
-22,1.406588865481862
-20,1.420176325255524
-18,1.4326900331668304
-16,1.4441358269171833
-14,1.4551659549177394
-12,1.465423236018707
-10,1.4744911333131214
-8,1.495359044336642
-6,1.5147931274965996
-4,1.5328195226833041
-2,1.549451601684602
0,1.5643911008079057
2,1.5778952128174086
4,1.589870644708315
6,1.6003748309132115
8,1.6093987124751163
10,1.6172093106417547
12,1.6240948403195807
14,1.6296207948612724
16,1.6333027868728893
18,1.6350934541810689
20,1.6370959047709435
22,1.6381792056613964
24,1.6382834448657217
