deg,E_kWh
-24,1.9477379722478267
-22,1.9650109103144806
-20,1.9873955125536966
-18,2.008333167319739
-16,2.027822985556151
-14,2.0464978219823005
-12,2.064705233924125
-10,2.0814090845470155
-8,2.0964041651970247
-6,2.1096964753555425
-4,2.121291329780035
-2,2.1311931580817673
0,2.1394172047849205
2,2.1453828217323254
4,2.14980412624012
6,2.1528370299100215
8,2.155099129403796
10,2.1562686326249376
12,2.156182966225238
14,2.154835746419278
16,2.1522193428451613
18,2.1485457625449818
20,2.1453800560255933
22,2.1420126536274258
24,2.1376559449202324
