deg,E_kWh
-24,1.325560036559539
-22,1.3418192835828595
-20,1.3570595910122412
-18,1.3712335243796065
-16,1.3843484170125082
-14,1.3964120626010952
-12,1.4078397770508333
-10,1.4185457101363468
-8,1.428104111154456
-6,1.436664318312195
-4,1.4442883835660791
-2,1.450664700401715
0,1.4557954739468884
2,1.4596761131170028
4,1.4625439266709719
6,1.4644150978012638
8,1.4652939908035492
10,1.4651842136883968
12,1.4644928519991938
14,1.4631960518559348
16,1.4610406134320064
18,1.4589341700820346
20,1.4562296588009171
22,1.4528134316357773
24,1.4486855569942512
