deg,E_kWh
-24,1.7049897857019447
-22,1.7209131766001493
-20,1.735645919730399
-18,1.7491990692401427
-16,1.7617941487940334
-14,1.7748856541464664
-12,1.7865698215812797
-10,1.7968591068895017
-8,1.817879237766925
-6,1.8394554540820687
-4,1.859260381318936
-2,1.8772674435573677
0,1.8934610503991425
2,1.908072493835769
4,1.9210650278340955
6,1.9323585996897905
8,1.941954191598691
10,1.9498548702519567
12,1.9560653599165418
14,1.9608271888428022
16,1.9658813268375541
18,1.9696511303718212
20,1.971430813134307
22,1.9716273737608183
24,1.9706897145447575
