deg,E_kWh
-24,1.7784677456811147
-22,1.7898557441159928
-20,1.801446631418668
-18,1.8126802916464642
-16,1.8233775283382019
-14,1.832917636905385
-12,1.8460759033031588
-10,1.8630692306699805
-8,1.8788198652652484
-6,1.8935214075363096
-4,1.906934341914
-2,1.9188456204597502
0,1.9291326872777141
2,1.9382440720404563
4,1.9458431399206793
6,1.952014443447676
8,1.9567583370707424
10,1.959361617188867
12,1.9607311432067513
14,1.9614481895811537
16,1.9616262700775742
18,1.9609294937390616
20,1.9591595297103872
22,1.9563118436909255
24,1.9525884794194537
