deg,E_kWh
-24,1.5437366713023244
-22,1.557287208328441
-20,1.5697481309505448
-18,1.5811266904269428
-16,1.5914301013976655
-14,1.600670935910945
-12,1.6107637719024224
-10,1.6267888783892737
-8,1.642111601042476
-6,1.6566981412696196
-4,1.6699285358245717
-2,1.6816365602443992
0,1.6918142151308935
2,1.7007412115480494
4,1.7081727673230451
6,1.713684726230163
8,1.7182820267830503
10,1.7217841805977137
12,1.7241860701745322
14,1.7254829268523495
16,1.725670273768426
18,1.724743887405419
20,1.72376177343238
22,1.7232962317127984
24,1.722073063304051
