deg,E_kWh
-24,1.4256015848352421
-22,1.4358832113106674
-20,1.4460189271093205
-18,1.456114662682277
-16,1.4652337409862197
-14,1.4733893617444218
-12,1.4805943451309374
-10,1.4868614487785683
-8,1.5005224747067243
-6,1.5153784359045899
-4,1.529211351561112
-2,1.5417083836461343
0,1.5528565993300198
2,1.5629492869279633
4,1.5719790069876651
6,1.5798090669864084
8,1.586436936225609
10,1.5918611629944084
12,1.5960810593787793
14,1.5998988628598936
16,1.6034503844008539
18,1.605921964627018
20,1.6066294177183946
22,1.6064809706646739
24,1.6054768589768778
