deg,E_kWh
-24,0.6196773951641479
-22,0.6225664035032331
-20,0.6309555753280198
-18,0.6390171957330507
-16,0.6465799903576183
-14,0.6536339860368272
-12,0.6601706795884266
-10,0.6661828268419296
-8,0.671664297007385
-6,0.6766099670709923
-4,0.6810156417727601
-2,0.6849035285046373
0,0.6882137657346606
2,0.6913292061507665
4,0.6939683738171702
6,0.696130552621612
8,0.6978156302629008
10,0.6990240949111362
12,0.6997570158581063
14,0.700635386217114
16,0.7013125947120511
18,0.7018266912006295
20,0.7025500577394163
22,0.7029186684092718
24,0.7029347513729736
