deg,E_kWh
-24,1.7018774923464322
-22,1.7194133454982206
-20,1.7357313286029148
-18,1.7512939051981273
-16,1.7663249645445265
-14,1.780059362768104
-12,1.7927367269374317
-10,1.8046386508156742
-8,1.8151757711379897
-6,1.8243654489152796
-4,1.8322234695076256
-2,1.8388525747455995
0,1.8441464387883366
2,1.847836586286908
4,1.8504814716173101
6,1.8522485526965091
8,1.8529281041795083
10,1.8525212144254306
12,1.8511184570831558
14,1.8492220497791847
16,1.846362588505501
18,1.8428768912046116
20,1.8393112596017622
22,1.8349038231940331
24,1.8296461449478065
