deg,E_kWh
-24,1.3777363982566113
-22,1.386614318023665
-20,1.3947138407169892
-18,1.4094175136560478
-16,1.4233357208302089
-14,1.4362211337486228
-12,1.448072684116442
-10,1.4588949584416566
-8,1.469170870431688
-6,1.4786147556897422
-4,1.4869958756238835
-2,1.4941389280713828
0,1.5000501275847296
2,1.5046807546446244
4,1.508249224239082
6,1.511224421280956
8,1.5134678153441907
10,1.514800524272489
12,1.5152186737298448
14,1.5147207126028757
16,1.5133043222752913
18,1.5109664102457965
20,1.5087184567747567
22,1.5066123158450833
24,1.504051490844114
