deg,E_kWh
-24,1.722827104659911
-22,1.7429021940182243
-20,1.7617050682197264
-18,1.7804278867823775
-16,1.797990751666898
-14,1.814166695863078
-12,1.8291689602497092
-10,1.843377054122499
-8,1.856114102102389
-6,1.8673922860755738
-4,1.877226182143754
-2,1.8857954175484242
0,1.8928637611861152
2,1.8980199323686944
4,1.9020763127890568
6,1.9049535172473666
8,1.9065657836328798
10,1.906917363558403
12,1.9067512272749503
14,1.9056210783340768
16,1.903419569628711
18,1.900833623776884
20,1.897698954552275
22,1.893618675972709
24,1.8885899532425456
