deg,E_kWh
-24,1.5153538268225437
-22,1.5306230469824178
-20,1.54473570092817
-18,1.557694436740951
-16,1.5695022759878205
-14,1.58016986493803
-12,1.590734846440557
-10,1.6117431683983072
-8,1.6318227445904079
-6,1.6503387249299448
-4,1.6675025729150175
-2,1.6830927680255459
0,1.696906732092209
2,1.7092262138014627
4,1.719922670165268
6,1.729145107981947
8,1.736836712995347
10,1.7428565113289518
12,1.7467630862871946
14,1.7499759592039534
16,1.751993908652015
18,1.7528185410513755
20,1.7535512513154663
22,1.753737997699474
24,1.7529214959959043
