deg,E_kWh
-24,1.8009364199820783
-22,1.8181643786484036
-20,1.8349409253600786
-18,1.8511920099216186
-16,1.8665873273014648
-14,1.8806335262369305
-12,1.8933513753158409
-10,1.9047624876072924
-8,1.9151557371349006
-6,1.924462011787995
-4,1.932561292768555
-2,1.939322681792543
0,1.9446063777201503
2,1.948307941113955
4,1.950869126581648
6,1.9522120593260779
8,1.9523395603346305
10,1.951252141036909
12,1.949391730496457
14,1.9465856127034602
16,1.943606492485056
18,1.9397130261729
20,1.9348699657137678
22,1.9290685364750249
24,1.9226672294283835
