deg,E_kWh
-24,1.2759982556283453
-22,1.2822054773956304
-20,1.2877957776056788
-18,1.2930587190437142
-16,1.2986056197335893
-14,1.3033999684777118
-12,1.3076878292241332
-10,1.3117739593168938
-8,1.31497120640994
-6,1.3172806967412007
-4,1.3187032479615715
-2,1.319328303868719
0,1.319055033497063
2,1.3184192169538407
4,1.31689292618175
6,1.3148792278865635
8,1.3120129382733816
10,1.3082925713599662
12,1.3037162915508693
14,1.2990487497725312
16,1.293687841193161
18,1.2877351170737807
20,1.282022828688319
22,1.2756450601743072
24,1.2685984539426371
