deg,E_kWh
-24,2.068628622298374
-22,2.084974428718267
-20,2.101129446797839
-18,2.1181676621353303
-16,2.133696944943696
-14,2.1477378936471245
-12,2.16031007052871
-10,2.171432460668362
-8,2.1916651377409715
-6,2.211394044995643
-4,2.2297622557149315
-2,2.246116538541861
0,2.260448286528519
2,2.2728831991331355
4,2.283581016377677
6,2.2925091951296905
8,2.2996657291007656
10,2.3050486565917536
12,2.3086557407383688
14,2.3113472639417143
16,2.3133882990375585
18,2.3135998608029107
20,2.311983165524328
22,2.309068077778147
24,2.3048493845381692
