deg,E_kWh
-24,0.7127525667100525
-22,0.7211318173331972
-20,0.7290061750542268
-18,0.7363688758820379
-16,0.7432142065774504
-14,0.7496659639130205
-12,0.7555634722527741
-10,0.760879731424799
-8,0.7656123438246396
-6,0.7697596537567672
-4,0.7733589956688015
-2,0.7763227781796179
0,0.7786435766901139
2,0.7806299019700712
4,0.7821117167461363
6,0.7830907641474071
8,0.7840183213367001
10,0.7846151592131019
12,0.7847393041323696
14,0.7843936903667352
16,0.7844372743698274
18,0.7841962632135648
20,0.7835894420226034
22,0.782620516612215
24,0.7812934400385905
