deg,E_kWh
-24,1.4609868977826828
-22,1.4719445760064318
-20,1.4829673537240884
-18,1.4935700821272644
-16,1.5100693656312123
-14,1.5298067258707575
-12,1.5481820772867136
-10,1.5651324335801022
-8,1.5806485686832392
-6,1.5947236656375439
-4,1.6073526714753794
-2,1.6185961957966126
0,1.6283997637403114
2,1.6360826847139542
4,1.6424404833399642
6,1.647483385531627
8,1.6516676123041099
10,1.6546944857244925
12,1.6572542824241892
14,1.658926465941973
16,1.6595681700213982
18,1.6591795778989973
20,1.6577610563112037
22,1.6557033812833797
24,1.6539473070654294
