deg,E_kWh
-24,1.907563773920639
-22,1.9265165184716528
-20,1.9474240880501974
-18,1.9669060448357936
-16,1.9849706622283405
-14,2.002396321162592
-12,2.018751624754692
-10,2.0338938505564936
-8,2.0474351986679045
-6,2.0593892288639606
-4,2.06976810531992
-2,2.078582385732414
0,2.085868795955635
2,2.0912186071658225
4,2.095160653563159
6,2.0978107618190953
8,2.099437899161957
10,2.100413152812092
12,2.100251187220676
14,2.098945786568549
16,2.0964888356461606
18,2.093085856004477
20,2.0895784871407423
22,2.086338652451217
24,2.08234498476238
