deg,E_kWh
-24,1.2032576231133416
-22,1.2180015744582784
-20,1.2318009755189236
-18,1.2446565767222197
-16,1.2565699046428878
-14,1.2675431084355735
-12,1.2775788234666898
-10,1.28694776225554
-8,1.2958722493017527
-6,1.304082189093766
-4,1.3111180947169703
-2,1.3169828847584326
0,1.3216744780812768
2,1.3253071912263947
4,1.3279854556167001
6,1.3297117761946091
8,1.3304883877175793
10,1.3303172260780147
12,1.329199908150742
14,1.3274003368592202
16,1.3255855093847655
18,1.3235941567088758
20,1.320908653622606
22,1.3175301548490599
24,1.3134596150830324
