deg,E_kWh
-24,1.5828919404811272
-22,1.5962174124376738
-20,1.6084037721003053
-18,1.619460809232588
-16,1.6293980235086434
-14,1.6477323294819621
-12,1.6654517552082029
-10,1.6825369506781496
-8,1.698263366640895
-6,1.712556294989529
-4,1.7256350880340838
-2,1.7370315511962653
0,1.746744926053365
2,1.7543289288070516
4,1.7605731692655913
6,1.7656242739270258
8,1.769494612686289
10,1.7721148995148033
12,1.7734856051801904
14,1.7736074915961637
16,1.7731118736492586
18,1.7720434886580239
20,1.7702004789336825
22,1.7687323761730211
24,1.7663826688764304
