deg,E_kWh
-24,1.9606743479945086
-22,1.9824015290527637
-20,2.004544626729651
-18,2.0250813296202357
-16,2.0440232133368537
-14,2.061382198399063
-12,2.077170271230347
-10,2.0913992393747836
-8,2.10408051489537
-6,2.1162070287574126
-4,2.126652743509365
-2,2.1352659292237255
0,2.142048284607369
2,2.1468524577477752
4,2.1501069795695584
6,2.1518151295197283
8,2.1519787196719817
10,2.1513420148375406
12,2.1500788668335864
14,2.147584514845561
16,2.1438570578831078
18,2.1388934716750954
20,2.1326896402187656
22,2.1252404019714843
24,2.1191882701870695
