deg,E_kWh
-24,1.0150055460938112
-22,1.0233204377117033
-20,1.0309732430206136
-18,1.0457041211264781
-16,1.059596061647416
-14,1.0726216033093108
-12,1.0847711881666573
-10,1.09649074706469
-8,1.1080198277429019
-6,1.1184208341761883
-4,1.1276910462567884
-2,1.1358287772937834
0,1.1428332137326378
2,1.14845980300707
4,1.1531440795467105
6,1.156886608261345
8,1.1596884993528656
10,1.161594133764875
12,1.163510413864299
14,1.1649801788559027
16,1.1657532356950575
18,1.1658328962084032
20,1.1652227982103232
22,1.1639268759380597
24,1.1619493352961303
