deg,E_kWh
-24,1.763974121988455
-22,1.7820437398054818
-20,1.798908205089487
-18,1.815280919603546
-16,1.8310087956622232
-14,1.8454181197520976
-12,1.8585297550142692
-10,1.8703638055367182
-8,1.8813788544302175
-6,1.8911253202486962
-4,1.8996435268984506
-2,1.9069517848431925
0,1.9128388600362058
2,1.917211942061696
4,1.920435465468608
6,1.922480987539896
8,1.9233518518592823
10,1.923218949408863
12,1.922127469300653
14,1.9201966853838304
16,1.9179567466213503
18,1.9148003635253603
20,1.9108230604596341
22,1.9059183824544492
24,1.9008731401550287
