deg,E_kWh
-24,0.8913126449516319
-22,0.89871788716264
-20,0.9055067271601286
-18,0.9120869722107797
-16,0.9213490457629697
-14,0.9359069173882055
-12,0.9495207378613165
-10,0.9621776602268501
-8,0.9738687714940503
-6,0.9846038253977806
-4,0.9946287890561105
-2,1.0035662416743338
0,1.0114152294347802
2,1.0178859966238356
4,1.0235426437098623
6,1.0283360607284646
8,1.0322680193795555
10,1.0354926493462486
12,1.0383501951071339
14,1.040486432487938
16,1.0419059660703307
18,1.042613874523824
20,1.0432155866154784
22,1.0436484137088218
24,1.0434895624116998
