deg,E_kWh
-24,1.5322092323464493
-22,1.5451175357698612
-20,1.556949460893293
-18,1.5677143494635704
-16,1.5774215166859533
-14,1.5860801328483913
-12,1.5937046224712195
-10,1.6095841578112817
-8,1.6257153122091872
-6,1.6412320437361818
-4,1.655197057156351
-2,1.667554006830658
0,1.6782972713515274
2,1.6877339914910512
4,1.695606291606781
6,1.7025593919639124
8,1.707821846612625
10,1.7114469745774623
12,1.7138717985289635
14,1.7150971867794278
16,1.715124706858884
18,1.7139565329115976
20,1.7130611474391515
22,1.7123730209353463
24,1.7107705440151582
