deg,E_kWh
-24,1.044760744416611
-22,1.059751979437855
-20,1.0738163511623475
-18,1.0869562077243413
-16,1.0991755756058943
-14,1.110735247937778
-12,1.121859676868653
-10,1.1319774338495876
-8,1.1410967668518603
-6,1.1493141702176177
-4,1.156736669398848
-2,1.1630880672652988
0,1.1683771588103191
2,1.1725475187875471
4,1.1758341194362227
6,1.1782439926299617
8,1.1799249499302977
10,1.1811339871584738
12,1.181592826405918
14,1.1813064584214579
16,1.180965563862006
18,1.180026763110181
20,1.178473050003266
22,1.1763087228488658
24,1.173537617927105
