deg,E_kWh
-24,0.43274063193301054
-22,0.43275935866015597
-20,0.4326176346023459
-18,0.43235020087456416
-16,0.43192332449075993
-14,0.43129889264978416
-12,0.43047761325317135
-10,0.4294604212542577
-8,0.4282502302668507
-6,0.42684641506954724
-4,0.4252502093414587
-2,0.4234618186649685
0,0.42145086858881703
2,0.4195128835284321
4,0.41752501488238086
6,0.4156553782522261
8,0.41358386121565244
10,0.41131279918857083
12,0.40884475863681785
14,0.40618253525216513
16,0.4035745566561584
18,0.4014296924575145
20,0.3991237085902899
22,0.39714205439807204
24,0.39529724562520857
