deg,E_kWh
-24,1.0220050594324432
-22,1.03039030353313
-20,1.0380904956801882
-18,1.052496792917028
-16,1.0667818490393797
-14,1.08017889015409
-12,1.0926781944383295
-10,1.1047448281819126
-8,1.1165747646050388
-6,1.127259313983307
-4,1.1367967684482918
-2,1.1451864720371936
0,1.1524286413892564
2,1.1582526329485745
4,1.1631219366554817
6,1.1670379895056604
8,1.170002751711012
10,1.172094870297131
12,1.1741451519228794
14,1.1757154131651837
16,1.176581106755772
18,1.1767463732834718
20,1.1762156420718248
22,1.1749935960772238
24,1.1730851421691155
