deg,E_kWh
-24,1.4525558127790728
-22,1.4626479822662082
-20,1.4723776038989305
-18,1.4874773614415415
-16,1.5051678843927516
-14,1.5226981083423825
-12,1.5388382038200428
-10,1.5535651704827935
-8,1.5668780533443896
-6,1.5787773339850497
-4,1.589264547654169
-2,1.5983753537393524
0,1.6061174965094973
2,1.6120443519170706
4,1.616665920544221
6,1.6199844409300916
8,1.6222998917270335
10,1.6236234644790608
12,1.6243909219398716
14,1.6244364311404833
16,1.6234792085006757
18,1.6215231221468343
20,1.618572126987815
22,1.6146302429599182
24,1.611226417655579
