deg,E_kWh
-24,1.831282554584008
-22,1.8439342937732905
-20,1.8643542250824687
-18,1.8850664662026853
-16,1.9045988043237616
-14,1.9226562499947253
-12,1.9392510556329512
-10,1.9545032788800887
-8,1.9688059785281744
-6,1.9815636059682646
-4,1.9928894391750314
-2,2.002806728542096
0,2.011094666638126
2,2.017437298539285
4,2.0224182521942353
6,2.0260424899931992
8,2.028470701404978
10,2.0298018496532406
12,2.0299089405964486
14,2.029671951451782
16,2.0283786876825025
18,2.0260040014055027
20,2.022543425411609
22,2.0187825857571746
24,2.0144371525488056
