deg,E_kWh
-24,0.7135251049671109
-22,0.7189023965274495
-20,0.7237918406872591
-18,0.728420402687663
-16,0.7350345248774768
-14,0.7468822456156999
-12,0.7580456925077207
-10,0.7685072889094541
-8,0.778253076199808
-6,0.7872717606214688
-4,0.7957149111411377
-2,0.8033447689701009
0,0.8101408924276022
2,0.8159410651584724
4,0.821103436293398
6,0.8256084100135126
8,0.8294540754118016
10,0.8328032552278635
12,0.8360497445190673
14,0.8387724241036656
16,0.8409725919575624
18,0.8426522438901476
20,0.8444377447189821
22,0.8459555950303973
24,0.8470017303228037
