deg,E_kWh
-24,2.028107342303124
-22,2.0483560688640328
-20,2.071066923318086
-18,2.092283554870146
-16,2.1121310730812413
-14,2.131571862493391
-12,2.1493661061722826
-10,2.166265932808366
-8,2.1814635628866745
-6,2.194884017376491
-4,2.2065328024882342
-2,2.2164321077562428
0,2.2246307839539794
2,2.2305592973145667
4,2.2348511280867998
6,2.2376736807274806
8,2.2391612418913938
10,2.2396185150715633
12,2.239030691725326
14,2.237097306201916
16,2.2338112630277354
18,2.2296278156473437
20,2.225091650546454
22,2.2198796670880347
24,2.2146068596375827
