deg,E_kWh
-24,1.126434147975223
-22,1.1308213385473551
-20,1.1349677578423003
-18,1.138810003170672
-16,1.1465793655195198
-14,1.1563984442311575
-12,1.1654719060686831
-10,1.1738462995420356
-8,1.181765237636793
-6,1.1888173357131027
-4,1.195090575957917
-2,1.200455102304444
0,1.204861443245663
2,1.2082705147823345
4,1.2108671388343237
6,1.2127738160783412
8,1.214222760712775
10,1.2150945308301053
12,1.2158788128575089
14,1.2159823128370983
16,1.2154076618392733
18,1.214158097354758
20,1.2125000803591879
22,1.2109913340391294
24,1.2089212765276585
