deg,E_kWh
-24,1.791724329230546
-22,1.8032363880449207
-20,1.814829756067171
-18,1.8262834424699437
-16,1.8368208172220901
-14,1.8462041472744877
-12,1.8561768893726935
-10,1.8740239149645304
-8,1.8904381301323623
-6,1.9057785080988252
-4,1.9197941563908376
-2,1.9322141788619542
0,1.9430164669196517
2,1.9526106481219765
4,1.9607198473209957
6,1.9674218990597085
8,1.972722318851917
10,1.9766253126880966
12,1.978600733730932
14,1.9800351489368704
16,1.9809482746878664
18,1.9808531432160024
20,1.9797114449546964
22,1.9777208648690365
24,1.9747223846640425
