deg,E_kWh
-24,1.8252842363363107
-22,1.8422912046692932
-20,1.8604246799975916
-18,1.877153146449619
-16,1.8924778480916138
-14,1.9064008840401157
-12,1.9189250495362185
-10,1.9300536931367656
-8,1.9397905879440784
-6,1.9490050747337961
-4,1.9567577485525962
-2,1.9627943080083536
0,1.967119139168947
2,1.9699759872277955
4,1.9713773074954895
6,1.971326395727583
8,1.9698264650233184
10,1.9670521361999649
12,1.9646476996864697
14,1.9610798014664361
16,1.956351442233111
18,1.9504655966752331
20,1.943425224717767
22,1.9352332907552805
24,1.9273184807933597
