deg,E_kWh
-24,1.4685593871474552
-22,1.4856293658830997
-20,1.5015675205754857
-18,1.5163767077953523
-16,1.5300602951589344
-14,1.5426220276462892
-12,1.5540659035730022
-10,1.5649826777564049
-8,1.5749179690316268
-6,1.5884179711869277
-4,1.6111258839504634
-2,1.632139425514559
0,1.6513922308900235
2,1.668944896662177
4,1.6848305670849908
6,1.6991427821286031
8,1.7118692287077288
10,1.723001911162019
12,1.7325361982653862
14,1.7406558927383056
16,1.7478832683731054
18,1.7542149899054833
20,1.7598901066415638
22,1.763320830126829
24,1.7652715182916725
