deg,E_kWh
-24,1.5066863012266345
-22,1.5196386019144483
-20,1.531652905641081
-18,1.5428512643181003
-16,1.554139556026637
-14,1.5643900777829258
-12,1.5738176203081566
-10,1.5827357770353874
-8,1.590508350655175
-6,1.597142987017448
-4,1.6026435791942477
-2,1.607080738725879
0,1.6103924503584344
2,1.6126518104259446
4,1.6138215076726796
6,1.6143245292417725
8,1.6138609030030953
10,1.6124016689236795
12,1.6099425848088522
14,1.6069213419190838
16,1.6032249481445862
18,1.5986660142896107
20,1.5943065116876323
22,1.589160080609521
24,1.5832182826623322
