deg,E_kWh
-24,1.3948275061948843
-22,1.4052212706016924
-20,1.41504065894657
-18,1.4239445270492852
-16,1.4319509411003117
-14,1.4390768911208796
-12,1.4505622858895757
-10,1.4667060398956704
-8,1.4816076057422793
-6,1.495130355599372
-4,1.5075550688544432
-2,1.5184744164714026
0,1.5278957607668129
2,1.5355456801148697
4,1.5419244378552892
6,1.5471474114018529
8,1.5512461496759542
10,1.5541975551378153
12,1.5560109164182805
14,1.5566956436459554
16,1.556696380114678
18,1.5561564937724783
20,1.5546634958020027
22,1.5532358714623733
24,1.5509901785262465
