deg,E_kWh
-24,1.2108756508026135
-22,1.2177325362970803
-20,1.2246683730211954
-18,1.230863316828033
-16,1.23632239734222
-14,1.2429296232583023
-12,1.2540849983916997
-10,1.2649202979474867
-8,1.2748424168616903
-6,1.283752113088701
-4,1.29190190647795
-2,1.2989524012132883
0,1.3048577454595618
2,1.3094826294224546
4,1.3132114039232983
6,1.3160433690150546
8,1.3181486829116371
10,1.3193973195551822
12,1.3197898306170697
14,1.3193273439479276
16,1.31836529693507
18,1.317175151757713
20,1.3151915276940227
22,1.3133276778721434
24,1.311301512027252
