deg,E_kWh
-24,1.4119013808678849
-22,1.426778826629831
-20,1.440871224010679
-18,1.4538826398332385
-16,1.465801592742493
-14,1.4775810949030397
-12,1.4883077995794616
-10,1.4987398126111497
-8,1.5210027175974228
-6,1.5417478362383654
-4,1.5609587457425484
-2,1.5787907594096853
0,1.5948696301908611
2,1.6093944848585637
4,1.6223297342541239
6,1.6337465957936497
8,1.643628854103771
10,1.65237830019795
12,1.6599967334751093
14,1.666200963606445
16,1.6701583039078765
18,1.6725067537232003
20,1.6748971103018229
22,1.6765118531829972
24,1.6771138074395469
