deg,E_kWh
-24,1.1906611009484627
-22,1.2020750181198827
-20,1.212638340747581
-18,1.2223319324952913
-16,1.2311599297551001
-14,1.2395859820176127
-12,1.247466888341983
-10,1.255476503830712
-8,1.2696233736199964
-6,1.2826553905681357
-4,1.2946452480802373
-2,1.30558412835507
0,1.315233390031767
2,1.3238570963309184
4,1.3313405574984871
6,1.337722877445267
8,1.3429883140456422
10,1.3472914331780073
12,1.3510782235168182
14,1.3538462075617244
16,1.3549703125900097
18,1.3550088560864098
20,1.3552654381255134
22,1.3548806404462739
24,1.3537565652133676
