deg,E_kWh
-24,1.7870925337578918
-22,1.802196786997828
-20,1.8161337840316727
-18,1.8289491089855663
-16,1.8415239538703534
-14,1.8532315004490596
-12,1.8637201839230342
-10,1.8746590428845702
-8,1.8951448282346417
-6,1.91397550125735
-4,1.931121007275538
-2,1.9466253155741706
0,1.9604397055901601
2,1.9725597296547528
4,1.9829671853842703
6,1.9917272610822183
8,1.999263054489817
10,2.005237302037636
12,2.0096511433929876
14,2.0125057117912135
16,2.0141099135134493
18,2.014087444738014
20,2.013163674937769
22,2.0119197606057995
24,2.0095585325423158
