deg,E_kWh
-24,1.8240983017328858
-22,1.836345035055549
-20,1.8474793726772536
-18,1.8575124030761128
-16,1.8749075694319455
-14,1.894198200986013
-12,1.9129511214418509
-10,1.9300689439330725
-8,1.9455484837967074
-6,1.959388354863206
-4,1.9715883428141125
-2,1.9821489665438565
0,1.991071275679474
2,1.9977597881023894
4,2.0031102495663293
6,2.0076308216627194
8,2.010834906845703
10,2.0127216863133857
12,2.013290351555989
14,2.0125400548260846
16,2.0104698737357727
18,2.0090741471909386
20,2.0072077545257736
22,2.0043050940239087
24,2.000366769257934
