deg,E_kWh
-24,1.1285454944801614
-22,1.1419556870217693
-20,1.1544165720414634
-18,1.1659380911135537
-16,1.1765310397248117
-14,1.186206823459257
-12,1.1949772454739809
-10,1.2030726752837906
-8,1.210816830709117
-6,1.2177663282024884
-4,1.2236434627228012
-2,1.2284602055787968
0,1.2322256631003656
2,1.2350564681808829
4,1.237020967023344
6,1.2381273735494105
8,1.238383192442244
10,1.2377951664315765
12,1.2363692350125437
14,1.234548575549575
16,1.2328725394159787
18,1.2307268108518166
20,1.2279818786569807
22,1.2246415383170957
24,1.2207089503127282
