deg,E_kWh
-24,1.6380692755005917
-22,1.6487187774854783
-20,1.660589572894067
-18,1.6720285478209231
-16,1.6823068372978518
-14,1.691424922137008
-12,1.6993834308512856
-10,1.711730717299177
-8,1.7256043107577776
-6,1.7386082889219328
-4,1.750343951003756
-2,1.760525623044724
0,1.7691404901183916
2,1.7767749207455485
4,1.783045427881454
6,1.7879445207901594
8,1.7914658385263316
10,1.7936039889616704
12,1.794695474418648
14,1.796043759015011
16,1.796303876835007
18,1.7949284097552485
20,1.7922115968602845
22,1.7886851299766597
24,1.7842018843527248
