deg,E_kWh
-24,1.464929466973725
-22,1.4811635559857597
-20,1.4963471225678184
-18,1.5103881074815921
-16,1.5232652897410395
-14,1.5359984623529708
-12,1.5476177825259552
-10,1.5579343353523327
-8,1.5792192493869
-6,1.6017148744543288
-4,1.6225568674959405
-2,1.641868260565414
0,1.6592697139955976
2,1.6748589041536253
4,1.6887217755364308
6,1.7009165942132263
8,1.7114390989685162
10,1.720753569280921
12,1.7287935785453388
14,1.7353138595074344
16,1.7402911129334055
18,1.74262000968719
20,1.7450640703913127
22,1.746468387816708
24,1.7467727127798676
