deg,E_kWh
-24,1.4615138372493213
-22,1.472268962756855
-20,1.4821764641691884
-18,1.491237510742335
-16,1.5002965341464396
-14,1.5085782967946768
-12,1.5160384683129433
-10,1.5231811162419493
-8,1.5307182645059114
-6,1.543436899316191
-4,1.5549590005098053
-2,1.5653062100670907
0,1.5744210334618287
2,1.5825442437536346
4,1.5894354933916275
6,1.5952507462606955
8,1.6001284893564756
10,1.6038280663416344
12,1.6063418664164806
14,1.607747145353901
16,1.6087219437961913
18,1.6086051581338985
20,1.6079237762369707
22,1.60652103123242
24,1.604252964978676
