deg,E_kWh
-24,1.9866475289447652
-22,2.0016330201127714
-20,2.0153361449960223
-18,2.027773426980042
-16,2.039752312167873
-14,2.0626553619562884
-12,2.084616700880571
-10,2.1047624495697095
-8,2.123088657977084
-6,2.139593977645249
-4,2.154278517570783
-2,2.1671431026434917
0,2.1781890955897407
2,2.186600951147524
4,2.1936455907724675
6,2.199442716111949
8,2.203812919694627
10,2.206753293343465
12,2.208260351938381
14,2.2083299691958382
16,2.207047346997374
18,2.206775675444028
20,2.205400910035649
22,2.2028950444091357
24,2.1992544227424493
