deg,E_kWh
-24,0.9835387160380978
-22,0.9914470480315658
-20,0.9987013171586291
-18,1.0123444117320604
-16,1.0264139248626858
-14,1.0396181452662332
-12,1.0527058921321446
-10,1.0648276379256527
-8,1.0760028186554864
-6,1.0865675597243643
-4,1.0960162072901085
-2,1.104348602736121
0,1.111565459778254
2,1.1174055543970438
4,1.1223074658645438
6,1.126273097918514
8,1.1296173364759405
10,1.1322707900376767
12,1.1343078001920346
14,1.1359902856081816
16,1.1369770588566324
18,1.1372726629975956
20,1.1368819163537478
22,1.135809874530377
24,1.1340617978940142
