deg,E_kWh
-24,1.0353363424950062
-22,1.0423805825286905
-20,1.0488511592643461
-18,1.0546517921080765
-16,1.0597879945990676
-14,1.064265301612927
-12,1.0681153952289832
-10,1.0810561030666315
-8,1.0931188556490243
-6,1.1042529019240819
-4,1.1145317577983382
-2,1.1237414342766032
0,1.1318759337213125
2,1.1394359343184315
4,1.1459315454139143
6,1.1509542491755311
8,1.155056809032083
10,1.1583757037061002
12,1.1609144491940229
14,1.1626778109759834
16,1.1641026173914006
18,1.1651469960233425
20,1.1657404985204984
22,1.1665785310805457
24,1.1668244199900286
