deg,E_kWh
-24,1.238905660185043
-22,1.2546540076821306
-20,1.2694046329991884
-18,1.2831610751617515
-16,1.295927666245825
-14,1.3077093394173167
-12,1.3185114592247262
-10,1.328597462492145
-8,1.3382314980569985
-6,1.3470886043714432
-4,1.3547430067292872
-2,1.3612003263525558
0,1.366460351670882
2,1.3704934392742791
4,1.3735603329803883
6,1.3756647955858894
8,1.3768101252784477
10,1.3769991176054563
12,1.376234037358518
14,1.3747782889242552
16,1.373293287269249
18,1.371526374926843
20,1.369056606110396
22,1.365885543640852
24,1.3620144139735293
