deg,E_kWh
-24,1.1370479342976896
-22,1.1529041598600895
-20,1.1677899053248981
-18,1.181702687269714
-16,1.1946414213668113
-14,1.2074686001404005
-12,1.2193148271154277
-10,1.2300618848342046
-8,1.2397123097989422
-6,1.248269174126272
-4,1.2560755805998938
-2,1.2626686507161176
0,1.2680462552427352
2,1.2721898037188908
4,1.2753207139280986
6,1.2774428579840482
8,1.279016847273153
10,1.27978363957269
12,1.2796596577485762
14,1.2786579481729818
16,1.2777439589310888
18,1.2760995144906815
20,1.273728888564191
22,1.2706363161253937
24,1.2668389751474112
