deg,E_kWh
-24,1.9750028844508942
-22,1.9938756779577573
-20,2.0125805276661914
-18,2.0308036199198054
-16,2.048049929209479
-14,2.063807222010171
-12,2.078089672544954
-10,2.0909122820966757
-8,2.102546918013236
-6,2.113025737024822
-4,2.12215633150811
-2,2.1297347316766904
0,2.1356225370146658
2,2.1397258802448342
4,2.1425742589346912
6,2.144017137960685
8,2.1440555113014415
10,2.14268851028088
12,2.140411841906624
14,2.137158970201961
16,2.133839845089602
18,2.1294401228114603
20,2.1239332252420637
22,2.117310466371279
24,2.1098112955757102
