deg,E_kWh
-24,0.4069045308925697
-22,0.4066651646738778
-20,0.4068776749229633
-18,0.4075755548267143
-16,0.40806118119184803
-14,0.40833379921247365
-12,0.4083929139308924
-10,0.40823828898205344
-8,0.40786994548180905
-6,0.40728816098816933
-4,0.40649346848141243
-2,0.4054939854166471
0,0.40424998696569037
2,0.40346476237635864
4,0.40247281571855864
6,0.40127519846832
8,0.3998731896522554
10,0.39826830343823316
12,0.3964747868728722
14,0.39513268836422183
16,0.39361858201186173
18,0.3921786050552508
20,0.3909692463665366
22,0.3896104948606676
24,0.3881038232052803
