deg,E_kWh
-24,1.1805681988164602
-22,1.1981266141906126
-20,1.2146903458595106
-18,1.230251301292547
-16,1.2448033016957358
-14,1.2583417429819694
-12,1.270863337981213
-10,1.2826146971397452
-8,1.2941872124027016
-6,1.3046799467206034
-4,1.3138883389163085
-2,1.3218132267585867
0,1.32845591104505
2,1.333681164470908
4,1.3378646741996671
6,1.3410084538518265
8,1.3431147160991468
10,1.3441858791328587
12,1.3442245411914182
14,1.3442618788206637
16,1.3441006304770227
18,1.343186062111955
20,1.3415215758522026
22,1.339110685059779
24,1.3359570042531341
