deg,E_kWh
-24,1.0384243620737466
-22,1.0494579273836697
-20,1.0641118693200542
-18,1.0778699360562465
-16,1.0907200005119986
-14,1.1026619547341752
-12,1.113697381887109
-10,1.124064990819531
-8,1.134243891275194
-6,1.1433616068242687
-4,1.1513872004620571
-2,1.1583268179889583
0,1.164186616382385
2,1.1688523087773617
4,1.1726303980915005
6,1.1755257960274867
8,1.177543206687507
10,1.1786870944209926
12,1.179236155152748
14,1.179990539330608
16,1.1801057844463394
18,1.1795861900714184
20,1.1784358006999878
22,1.1766583820890373
24,1.1742574051093009
